cluster_size_1,inertia,cluster_size_2,cluster_size_0,epoch,step
0.546875,185.07241821289062,0.015625,0.4375,0,4
0.6899999976158142,189.44448852539062,0.0,0.3100000023841858,0,6
0.59375,189.01792907714844,0.0,0.40625,1,9
0.6899999976158142,185.35545349121094,0.0,0.3100000023841858,1,13
0.640625,183.23785400390625,0.0,0.359375,2,14
0.65625,177.30517578125,0.0,0.34375,2,19
0.7200000286102295,181.17047119140625,0.0,0.2800000011920929,2,20
0.65625,187.9271240234375,0.0,0.34375,3,24
0.7200000286102295,177.01913452148438,0.0,0.2800000011920929,3,27
0.75,182.59979248046875,0.0,0.25,4,29
0.6428571343421936,163.0280303955078,0.0,0.3571428656578064,4,34
0.7200000286102295,173.0399169921875,0.0,0.2800000011920929,4,34
0.625,182.56838989257812,0.0,0.375,5,39
0.7200000286102295,169.15499877929688,0.0,0.2800000011920929,5,41
0.640625,179.7279052734375,0.0,0.359375,6,44
0.7200000286102295,165.3896484375,0.0,0.2800000011920929,6,48
0.6875,171.06687927246094,0.0,0.3125,7,49
0.640625,173.5938262939453,0.0,0.359375,7,54
0.7200000286102295,161.72378540039062,0.0,0.2800000011920929,7,55
0.703125,165.82701110839844,0.0,0.296875,8,59
0.7200000286102295,158.1565399169922,0.0,0.2800000011920929,8,62
0.734375,174.32479858398438,0.0,0.265625,9,64
0.5,142.94142150878906,0.0,0.5,9,69
0.7200000286102295,154.7101593017578,0.0,0.2800000011920929,9,69
0.6875,166.51107788085938,0.0,0.3125,10,74
0.7200000286102295,151.3804931640625,0.0,0.2800000011920929,10,76
0.671875,146.4187469482422,0.0,0.328125,11,79
0.7200000286102295,148.1434326171875,0.0,0.2800000011920929,11,83
0.65625,150.8413543701172,0.0,0.34375,12,84
0.671875,142.65562438964844,0.0,0.328125,12,89
0.7200000286102295,144.99070739746094,0.0,0.2800000011920929,12,90
0.640625,141.32855224609375,0.0,0.359375,13,94
0.7200000286102295,141.94174194335938,0.0,0.2800000011920929,13,97
0.609375,146.05633544921875,0.0,0.390625,14,99
0.5714285969734192,149.76339721679688,0.0,0.4285714328289032,14,104
0.7200000286102295,138.98304748535156,0.0,0.2800000011920929,14,104
0.625,141.98541259765625,0.0,0.375,15,109
0.7200000286102295,136.1159210205078,0.0,0.2800000011920929,15,111
0.671875,135.1563262939453,0.0,0.328125,16,114
0.7200000286102295,133.3360137939453,0.0,0.2800000011920929,16,118
0.59375,128.2564697265625,0.0,0.40625,17,119
0.71875,142.99002075195312,0.0,0.28125,17,124
0.7200000286102295,130.6504364013672,0.0,0.2800000011920929,17,125
0.625,143.2304229736328,0.0,0.375,18,129
0.7200000286102295,128.0505828857422,0.0,0.2800000011920929,18,132
0.65625,127.25249481201172,0.0,0.34375,19,134
0.7857142686843872,138.41554260253906,0.0,0.2142857164144516,19,139
0.7200000286102295,125.5126953125,0.0,0.2800000011920929,19,139
0.6875,127.04027557373047,0.0,0.3125,20,144
0.7200000286102295,123.03194427490234,0.0,0.2800000011920929,20,146
0.546875,129.94630432128906,0.0,0.453125,21,149
0.7200000286102295,120.62591552734375,0.0,0.2800000011920929,21,153
0.78125,123.7931900024414,0.0,0.21875,22,154
0.578125,112.99051666259766,0.0,0.421875,22,159
0.7200000286102295,118.29708862304688,0.0,0.2800000011920929,22,160
0.546875,109.15369415283203,0.0,0.453125,23,164
0.7200000286102295,116.04296875,0.0,0.2800000011920929,23,167
0.578125,114.80131530761719,0.0,0.421875,24,169
0.6428571343421936,115.39445495605469,0.0,0.3571428656578064,24,174
0.7200000286102295,113.85521697998047,0.0,0.2800000011920929,24,174
0.6875,112.52491760253906,0.0,0.3125,25,179
0.7200000286102295,111.73056030273438,0.0,0.2800000011920929,25,181
0.65625,112.3136215209961,0.0,0.34375,26,184
0.7200000286102295,109.6554946899414,0.0,0.2800000011920929,26,188
0.671875,124.06549072265625,0.0,0.328125,27,189
0.703125,107.00871276855469,0.0,0.296875,27,194
0.7200000286102295,107.64349365234375,0.0,0.2800000011920929,27,195
0.640625,109.21475219726562,0.0,0.359375,28,199
0.7200000286102295,105.71027374267578,0.0,0.2800000011920929,28,202
0.6875,102.67776489257812,0.0,0.3125,29,204
0.7142857313156128,115.17271423339844,0.0,0.2857142984867096,29,209
0.7200000286102295,103.82658386230469,0.0,0.2800000011920929,29,209
0.625,102.28002166748047,0.0,0.375,30,214
0.7200000286102295,101.98822021484375,0.0,0.2800000011920929,30,216
0.609375,106.63218688964844,0.0,0.390625,31,219
0.7200000286102295,100.21111297607422,0.0,0.2800000011920929,31,223
0.703125,100.00955200195312,0.0,0.296875,32,224
0.671875,103.15323638916016,0.0,0.328125,32,229
0.7200000286102295,98.47681427001953,0.0,0.2800000011920929,32,230
0.703125,105.39047241210938,0.0,0.296875,33,234
0.7200000286102295,96.78617858886719,0.0,0.2800000011920929,33,237
0.671875,104.91683197021484,0.0,0.328125,34,239
0.7142857313156128,108.85172271728516,0.0,0.2857142984867096,34,244
0.7200000286102295,95.1473159790039,0.0,0.2800000011920929,34,244
0.65625,99.16345977783203,0.0,0.34375,35,249
0.7200000286102295,93.55542755126953,0.0,0.2800000011920929,35,251
0.625,95.17225646972656,0.0,0.375,36,254
0.7200000286102295,92.02088165283203,0.0,0.2800000011920929,36,258
0.609375,86.17064666748047,0.0,0.390625,37,259
0.59375,93.9769058227539,0.0,0.40625,37,264
0.7200000286102295,90.53633880615234,0.0,0.2800000011920929,37,265
0.6875,86.72542572021484,0.0,0.3125,38,269
0.7200000286102295,89.08014678955078,0.0,0.2800000011920929,38,272
0.734375,92.77931213378906,0.0,0.265625,39,274
0.6428571343421936,94.94610595703125,0.0,0.3571428656578064,39,279
0.7200000286102295,87.66204833984375,0.0,0.2800000011920929,39,279
0.65625,86.15575408935547,0.0,0.34375,40,284
0.7200000286102295,86.2833023071289,0.0,0.2800000011920929,40,286
0.671875,89.32443237304688,0.0,0.328125,41,289
0.7200000286102295,84.95013427734375,0.0,0.2800000011920929,41,293
0.578125,77.66691589355469,0.0,0.421875,42,294
0.5,80.3901596069336,0.0,0.5,42,299
0.7200000286102295,83.65618896484375,0.0,0.2800000011920929,42,300
0.734375,84.36133575439453,0.0,0.265625,43,304
0.7200000286102295,82.40242004394531,0.0,0.2800000011920929,43,307
0.625,83.4486083984375,0.0,0.375,44,309
0.5,73.96228790283203,0.0,0.5,44,314
0.7200000286102295,81.18710327148438,0.0,0.2800000011920929,44,314
0.65625,81.16506958007812,0.0,0.34375,45,319
0.7200000286102295,79.99806213378906,0.0,0.2800000011920929,45,321
0.59375,82.05023956298828,0.0,0.40625,46,324
0.7200000286102295,78.84053039550781,0.0,0.2800000011920929,46,328
0.625,82.06378173828125,0.0,0.375,47,329
0.640625,80.92638397216797,0.0,0.359375,47,334
0.7200000286102295,77.7199935913086,0.0,0.2800000011920929,47,335
0.6875,80.86592864990234,0.0,0.3125,48,339
0.7200000286102295,76.63040924072266,0.0,0.2800000011920929,48,342
0.578125,70.50506591796875,0.0,0.421875,49,344
0.7142857313156128,73.15324401855469,0.0,0.2857142984867096,49,349
0.7200000286102295,75.57777404785156,0.0,0.2800000011920929,49,349
